,name,drug_index,interaction
2633,Cariprazine,866,"', 'Avoid grapefruit products"
2634,Cariprazine,866,Grapefruit is a known CYP3A4 inhibitor
2635,Cariprazine,866,It may increase drug levels and elevate the risk of drug adverse effects
2636,Cariprazine,866,"', ""Avoid St John's Wort"
2637,Cariprazine,866,St John’s Wort is a known CYP3A4 inducer
2638,Cariprazine,866,It may significantly decrease drug exposure and alter drug efficacy
2639,Cariprazine,866,""", 'Take with or without food"
2640,Cariprazine,866,"A high-fat, high-calorie meal may delay Tmax, but food generally has no significant effect on drug exposure"
2641,Trofinetide,867,'Take with or without food
2642,Trofinetide,867,Food decreases Cmax of trofinetide but has negligible effects on total drug exposure
2643,Lumateperone,868,'Avoid grapefruit products
2644,Lumateperone,868,"Grapefruit inhibits the CYP3A4 metabolism of lumateperone, which may increase its serum concentration"
2645,Lumateperone,868,"', ""Avoid St John's Wort"
2646,Lumateperone,868,"This herb induces the CYP3A4 metabolism of lumateperone, causing a reduction in its serum concentration"
2647,Lumateperone,868,""", 'Take with food"
2648,Lumateperone,868,Administration with food reduces the Cmax by 33% and prolongs the Tmax by one hour
2649,Cenobamate,869,'Avoid alcohol
2650,Cenobamate,869,Alcohol may increase somnolence and sedation
2651,Cenobamate,869,"', 'Take with or without food"
2652,Spiramycin,870,'No food interactions are expected
2653,Nylidrin,871,'Take with or without food
2654,Nylidrin,871,The absorption is unaffected by food
2655,Pizotifen,872,'Take with or without food
2656,Pizotifen,872,The absorption is unaffected by food
2657,Pentaerythritol tetranitrate,873,'Take with or without food
2658,Pentaerythritol tetranitrate,873,"Food delays drug absorption, but not to a significant extent"
2659,Canakinumab,874,'Take with or without food
2660,Romidepsin,875,'Avoid grapefruit products
2661,Romidepsin,875,"Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of romidepsin"
2662,Romidepsin,875,"', ""Avoid St John's Wort"
2663,Romidepsin,875,"This herb induces CYP3A4 metabolism, which may reduce serum levels of romidepsin"
2664,Rufinamide,876,'Take with food
2665,Rufinamide,876,Food can increase the absorption of rufinamide
2666,Alogliptin,877,'Take with or without food
2667,Tapentadol,878,'Avoid alcohol
2668,Tapentadol,878,"Due to the additive pharmacological effect, the concomitant use with alcohol increases the risk for central nervous system depression, respiratory depression, profound sedation, coma, and death"
2669,Tapentadol,878,"', 'Take with or without food"
2670,Tapentadol,878,"A high-fat, high-calorie meal increases absorption, but not to a clinically significant extent"
2671,Silodosin,879,'Take with food
2672,Silodosin,879,A moderate fat or calorie meal decreases drug exposure as well as the risk of adverse effects
2673,Prasugrel,880,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
2674,Prasugrel,880,"', 'Take with or without food"
2675,Eltrombopag,881,'Avoid multivalent ions
2676,Eltrombopag,881,"Polyvalent cations in food or supplements will be chelated by eltrombopag; therefore, they should be separated by 4 hours before or 2 hours after taking eltrombopag"
2677,Eltrombopag,881,"', 'Take on an empty stomach"
2678,Eltrombopag,881,Separate the administration of eltrombopag from food by at least 1 hour before and 2 hours after eating
2679,Tolvaptan,882,'Avoid excessive or chronic alcohol consumption
2680,Tolvaptan,882,This may increase the risk of developing osmotic demyelination syndrome
2681,Tolvaptan,882,"', 'Avoid grapefruit products"
2682,Tolvaptan,882,"Grapefruit inhibits the CYP3A metabolism of tolvaptan, which may increase its serum concentration"
2683,Tolvaptan,882,"', ""Avoid St John's Wort"
2684,Tolvaptan,882,This herb induces the CYP3A metabolism of tolvaptan and may reduce its serum concentration
2685,Tolvaptan,882,""", 'Take with or without food"
2686,Regadenoson,883,'Avoid caffeine
2687,Regadenoson,883,Do not consume caffeine for at least 12 hours before the administration of regadenoson as caffeine can reduce the ability to detect ischemic changes
2688,Asenapine,884,'Take separate from meals
2689,Asenapine,884,Do not have food or water for 10 minutes after administration
2690,Lacosamide,885,'Take with or without food
2691,Lacosamide,885,Food does not affect the rate and extent of absorption
2692,Rivaroxaban,886,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
2693,Rivaroxaban,886,"', ""Avoid St John's Wort"
2694,Rivaroxaban,886,Co-administration will decrease levels of this medication
2695,Rivaroxaban,886,""", 'Take with food"
2696,Rivaroxaban,886,Rivaroxaban 15-20mg dose should be taken with food as food significantly impacts the bioavailability at that dose
2697,Rivaroxaban,886,"', 'Take with or without food"
2698,Rivaroxaban,886,Rivaroxaban 10mg dose can be taken with or without food as it does not significantly impact the bioavailability at that dose
2699,Nalmefene,887,'Take with or without food
2700,Nalmefene,887,"High-fat food increases the AUC by 30% and Cmax by 50% and delays Tmax by 30 min, but this is unlikely of clinical relevance"
2701,Maribavir,888,"""Avoid St John's Wort"
2702,Maribavir,888,Co-administration with St
2703,Maribavir,888,John's wort decreases serum levels of maribavir and may decrease its therapeutic efficacy
2704,Maribavir,888,""", 'Take with or without food"
2705,Maribavir,888,The co-administration of food with maribavir does not significantly affect its disposition
2706,Avanafil,889,'Avoid excessive or chronic alcohol consumption
2707,Avanafil,889,Substantial alcohol consumption (e
2708,Avanafil,889,>3 units) in combination with avanafil may increase the risk of hypotension
2709,Avanafil,889,"', 'Take with or without food"
2710,Avanafil,889,"High-fat meals slow absorption, but not to a clinically significant extent"
2711,Eflornithine,890,'Take with or without food
2712,Droxidopa,891,'Take with or without food
2713,Droxidopa,891,Take consistently with regard to food
2714,Sitaxentan,892,'Take with or without food
2715,Sulodexide,893,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
2716,Alvimopan,894,'Take with or without food
2717,Alvimopan,894,"High-fat meals may reduce the Cmax and AUC by 38% and 21%, respectively; however, the clinical significance of this is unknown"
2718,Levocetirizine,895,'Avoid alcohol
2719,Levocetirizine,895,"', 'Take with or without food"
2720,Ziconotide,896,'Avoid excessive or chronic alcohol consumption
2721,Ziconotide,896,Ingesting alcohol may increase the CNS depressive effects of ziconotide
2722,Teriparatide,897,'Take with or without food
2723,Temsirolimus,898,'Avoid grapefruit products
2724,Temsirolimus,898,"Grapefruit inhibits the CYP3A4 metabolism of temsirolimus, which may increase its serum concentration"
2725,Temsirolimus,898,"', ""Avoid St John's Wort"
2726,Temsirolimus,898,This herb induces the CYP3A4 metabolism of temsirolimus and may reduce its serum concentration
2727,Amisulpride,899,'Avoid alcohol
2728,Amisulpride,899,Amisulpride may enhance the effects of alcohol
2729,Amisulpride,899,"', 'Take with or without food"
2730,Amisulpride,899,"A high fat meal does not significantly affect drug pharmacokinetics, although a carbohydrate rich meal decreases drug absorption and levels"
2731,Simeprevir,900,'Take with food
2732,Dapagliflozin,901,'Avoid excessive or chronic alcohol consumption
2733,Dapagliflozin,901,Binge drinking or drinking alcohol often may predispose patients to ketoacidosis
2734,Dapagliflozin,901,"', 'Take with or without food"
2735,Semuloparin,902,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
2736,Saxagliptin,903,'Take with food
2737,Saxagliptin,903,Food increases total drug exposure
2738,Elacestrant,904,'Take with food
2739,Elacestrant,904,Take with food to reduce nausea and vomiting
2740,Bazedoxifene,905,'Administer calcium supplement
2741,Bazedoxifene,905,If calcium intake from food is inadequate administer calcium supplements to prevent hypocalcemia
2742,Bazedoxifene,905,"', 'Administer vitamin supplements"
2743,Bazedoxifene,905,"If dietary intake of vitamin D is inadequate, then administer vitamin D supplements to avoid deficiency of vitamin D and calcium"
2744,Bazedoxifene,905,"', 'Take at the same time every day"
2745,Bazedoxifene,905,"', 'Take with or without food"
2746,Bazedoxifene,905,Taking bazedoxifene with food may increase its AUC by 25% but does not impact the Cmax
2747,Idraparinux,906,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
2748,Doxercalciferol,907,'Avoid antacids
2749,Doxercalciferol,907,"Specifically, avoid magnesium-containing antacids as co-administration with doxercalciferol increases the risk of hypermagnesemia"
2750,Armodafinil,908,'Avoid alcohol
2751,Armodafinil,908,"', 'Exercise caution with grapefruit products"
2752,Armodafinil,908,"Armodafinil is partially metabolized by CYP3A4, and grapefruit is a CYP3A4 inhibitor"
2753,Armodafinil,908,"', ""Exercise caution with St John's Wort"
2754,Armodafinil,908,"Armodafinil is partially metabolized by CYP3A4, and St John's Wort is a CYP3A4 inducer"
2755,Armodafinil,908,""", 'Take with or without food"
2756,Armodafinil,908,Taking armodafinil with food can delay the Tmax by 2-4 hours
2757,Etravirine,909,'Avoid grapefruit products
2758,Etravirine,909,"Grapefruit inhibits the CYP3A metabolism of etravirine, which may increase its serum concentration"
2759,Etravirine,909,"', ""Avoid St John's Wort"
2760,Etravirine,909,This herb induces the CYP3A metabolism of etravirine and may reduce its serum concentration
2761,Etravirine,909,""", 'Take after a meal"
2762,Etravirine,909,Take after meals
2763,Etravirine,909,This increases the bioavailability of etravirine
2764,Cangrelor,910,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
2765,Lonafarnib,911,'Avoid grapefruit products
2766,Lonafarnib,911,Co-administration with strong or moderate CYP3A inhibitors is contraindicated; avoid consuming grapefruit or Seville oranges
2767,Lonafarnib,911,"', 'Take with food"
2768,Lonafarnib,911,Administration with food is recommended to reduce gastrointestinal adverse reactions
2769,Lonafarnib,911,"However, co-administration with food does affect lonafarnib absorption"
2770,Prucalopride,912,'Take with or without food
2771,Pazopanib,913,'Avoid grapefruit products
2772,Pazopanib,913,"Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of pazopanib"
2773,Pazopanib,913,"', ""Avoid St John's Wort"
2774,Pazopanib,913,"This herb induces CYP3A4 metabolism, which may reduce the serum concentration of pazopanib"
2775,Pazopanib,913,""", 'Take on an empty stomach"
2776,Pazopanib,913,Separate pazopanib from meals by at least 1 hour before and 2 hours after eating as food increases pazopanib bioavailability
2777,Pazopanib,913,"', 'Take separate from antacids"
2778,Pazopanib,913,Separate the administration of pazopanib and antacids by several hours
2779,Midostaurin,914,"""Avoid St John's Wort"
2780,Midostaurin,914,This herb induces the CYP3A4 metabolism of midostaurin and may reduce its serum concentration
2781,Midostaurin,914,""", 'Exercise caution with grapefruit products"
2782,Midostaurin,914,"Grapefruit inhibits the CYP3A4 metabolism of midostaurin, which may increase its serum concentration"
2783,Midostaurin,914,"', 'Take with food"
2784,Midostaurin,914,"Taking midostaurin with food increases the AUC, but it also prolongs the Tmax and reduces Cmax"
2785,Panobinostat,915,'Avoid grapefruit products
2786,Panobinostat,915,"Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of panobinostat"
2787,Panobinostat,915,"', ""Exercise caution with St John's Wort"
2788,Panobinostat,915,"This herb induces CYP3A4 metabolism, which may reduce the serum concentration of panobinostat"
2789,Panobinostat,915,""", 'Take at the same time every day"
2790,Panobinostat,915,"', 'Take with a full glass of water"
2791,Panobinostat,915,"', 'Take with or without food"
2792,Apixaban,916,'Avoid grapefruit products
2793,Apixaban,916,"', 'Avoid herbs and supplements with anticoagulant/antiplatelet activity"
2794,Apixaban,916,"', ""Avoid St John's Wort"
2795,Apixaban,916,St John's Wort will decrease levels of this medication
2796,Apixaban,916,""", 'Take with or without food"
2797,Tafenoquine,917,'Take with food
2798,Bosutinib,918,'Avoid grapefruit products
2799,Bosutinib,918,"Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of bosutinib"
2800,Bosutinib,918,"', ""Avoid St John's Wort"
2801,Bosutinib,918,"This herb induces CYP3A4 metabolism, which may reduce the serum concentration of bosutinib"
2802,Bosutinib,918,""", 'Take with food"
2803,Bosutinib,918,Coadministration with a high-fat meal may increase the AUC of bosutinib
2804,Axitinib,919,'Avoid grapefruit products
2805,Axitinib,919,"Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of axitinib"
2806,Axitinib,919,"', ""Avoid St John's Wort"
2807,Axitinib,919,"This herb induces CYP3A4 metabolism, which may reduce the serum concentration of axitinib"
2808,Axitinib,919,""", 'Take with a full glass of water"
2809,Axitinib,919,"', 'Take with or without food"
2810,Otamixaban,920,'Avoid herbs and supplements with anticoagulant/antiplatelet activity
2811,Isavuconazonium,921,'Avoid grapefruit products
2812,Isavuconazonium,921,Grapefruit is a moderate to strong inhibitor of CYP3A4
2813,Isavuconazonium,921,Strong CYP3A4 inhibitors are contraindicated with isavuconazonium
2814,Isavuconazonium,921,"', ""Avoid St John's Wort"
2815,Isavuconazonium,921,This herb induces the CYP3A4 metabolism of isavuconazonium and may reduce its serum concentration
2816,Isavuconazonium,921,Co-administration of isavuconazonium with St John's Wort is contraindicated
2817,Isavuconazonium,921,""", 'Take with or without food"
2818,Isavuconazonium,921,The bioavailability of isavuconazonium is not significantly impacted by food
2819,Dalfampridine,922,'Take with or without food
2820,Dalfampridine,922,"High-fat meals increase drug absorption, but not to a clinically significant extent"
